Corredor,Lugar,Genero,Edad,Pais,Tiempo,Velocidad
10971,11200,Male,50,NOR,2608333333,Regular
3817,3939,Male,45,NY,2205166667,Regular
6619,6791,Male,50,FRA,2367666667,Regular
6591,6761,Female,33,NY,2360833333,Regular
3228,3340,Male,32,MA,214.7,Regular
14754,15026,Male,30,NY,2783333333,Regular
8712,8914,Male,34,VA,248.4,Regular
2563,2658,Male,33,NJ,208.75,Regular
13597,13856,Male,40,CA,2723833333,Regular
1136,1180,Female,36,MN,1933166667,Veloz
20739,21088,Male,21,CT,329.25,Lento
5894,6053,Female,43,CT,2343166667,Regular
2553,2648,Male,27,NY,2095666667,Regular
17636,17958,Male,49,WI,2909333333,Regular
21323,21677,Male,22,PA,3388166667,Lento
14862,15135,Female,21,SC,2750333333,Regular
7396,7580,Male,44,PHI,240.1,Regular
13294,13550,Male,56,BRA,2730666667,Regular
22351,22712,Female,49,CT,3655666667,Lento
14880,15153,Male,31,GBR,2790833333,Regular
21052,21404,Male,50,CA,3298166667,Lento
7518,7703,Male,37,GBR,2418166667,Regular
17371,17691,Male,31,NY,2939666667,Regular
2077,2154,Male,28,NJ,206.25,Regular
8917,9119,Male,53,NED,2496833333,Regular
2919,3021,Male,27,MD,213.05,Regular
17687,18010,Female,32,CO,2962833333,Regular
18412,18741,Female,30,CAN,3014666667,Lento
2685,2782,Male,40,GBR,209.95,Regular
16031,16320,Male,33,CT,287,Regular
17697,18020,Male,35,NED,2954166667,Regular
1741,1806,Male,46,FRA,201.75,Regular
7932,8124,Male,26,GBR,2434666667,Regular
8738,8940,Male,32,NY,2473833333,Regular
4092,4219,Male,37,MEX,222.95,Regular
2997,3105,Male,29,NED,2148666667,Regular
17261,17577,Female,51,NY,2916166667,Regular
3538,3655,Male,23,CT,2174333333,Regular
7446,7631,Male,35,CAN,2351166667,Regular
15198,15475,Male,42,GBR,2757833333,Regular
15263,15541,Male,43,MD,2812166667,Regular
11449,11684,Male,22,NY,261.9,Regular
16583,16883,Female,23,CT,2896666667,Regular
18423,18752,Female,33,GER,3014166667,Lento
11647,11885,Female,29,TX,2643333333,Regular
22184,22542,Male,23,GBR,3558666667,Lento
10478,10702,Male,47,GBR,256.15,Regular
15091,15365,Female,41,NY,2808833333,Regular
10921,11149,Female,21,VA,2590666667,Regular
16165,16458,Female,35,NY,2878833333,Regular
14539,14805,Male,30,NY,2721666667,Regular
11974,12218,Female,31,NY,2640833333,Regular
5807,5964,Male,42,FRA,2326333333,Regular
12719,12971,Female,31,NY,268.4,Regular
6685,6857,Male,46,GBR,237,Regular
7788,7975,Male,30,DC,243.2,Regular
17527,17848,Female,43,NY,2941166667,Regular
15668,15951,Male,33,MA,2837833333,Regular
13080,13334,Male,56,NY,2706333333,Regular
19109,19442,Female,34,FL,3082666667,Lento
3941,4065,Male,43,ITA,222.2,Regular
3628,3746,Male,37,GBR,2199333333,Regular
11026,11255,Male,32,NY,2604833333,Regular
5713,5865,Male,49,ITA,2335666667,Regular
17644,17966,Male,32,NY,2930666667,Regular
21258,21612,Male,34,GBR,3333666667,Lento
17577,17898,Male,63,ITA,2952666667,Regular
16512,16810,Male,40,SUR,2890666667,Regular
17666,17988,Female,34,VEN,291.7,Regular
3424,3540,Male,53,NY,2187833333,Regular
16902,17208,Male,37,LA,290.7,Regular
4561,4693,Male,51,MA,226.55,Regular
22283,22642,Female,20,GBR,361.85,Lento
13565,13824,Female,38,GBR,272.05,Regular
15498,15778,Female,38,NJ,2850666667,Regular
12190,12438,Male,37,ITA,2663833333,Regular
23162,23533,Male,70,ITA,4407666667,Lento
6495,6665,Female,22,GA,237.25,Regular
1275,1322,Male,53,NY,195.1,Veloz
12913,13166,Male,47,CAN,270.5,Regular
22659,23027,Male,40,CA,3792166667,Lento
17021,17330,Female,29,ITA,2884833333,Regular
17944,18271,Male,53,NY,299.3,Regular
20907,21259,Male,33,VA,326.45,Lento
16559,16858,Male,41,FL,2889666667,Regular
7516,7701,Male,40,GBR,239.45,Regular
23269,23641,Male,40,IRL,4915666667,Lento
7339,7522,Male,30,NJ,2417166667,Regular
3274,3387,Male,41,NY,2169166667,Regular
4039,4165,Male,40,RSA,2217833333,Regular
4613,4745,Male,28,ITA,224.7,Regular
20270,20616,Female,31,NY,3173166667,Lento
3738,3859,Male,43,FRA,220.65,Regular
588,611,Male,44,FRA,1807833333,Veloz
21808,22163,Female,48,NJ,349.1,Lento
4681,4814,Male,37,NY,2253833333,Regular
16726,17030,Male,50,CA,291,Regular
3657,3776,Male,50,ITA,2170833333,Regular
17428,17749,Male,32,NY,2942833333,Regular
5204,5347,Female,38,GER,2302833333,Regular
3946,4070,Female,40,FRA,2220333333,Regular
20626,20975,Male,44,CT,325,Lento
16790,17094,Male,50,NJ,293.05,Regular
18641,18972,Male,50,GBR,2999166667,Regular
11155,11386,Female,29,NY,262.2,Regular
19395,19731,Male,32,IL,306.6,Lento
1013,1053,Female,42,MN,1909333333,Veloz
112,116,Male,43,CO,1575833333,Veloz
8280,8478,Male,37,CAN,244.95,Regular
7546,7731,Female,23,MA,2415666667,Regular
2267,2351,Male,46,NY,208,Regular
13721,13982,Male,51,NJ,2680833333,Regular
10735,10961,Male,47,CO,2581166667,Regular
9848,10062,Male,25,GBR,2518333333,Regular
3669,3788,Male,32,NY,220.45,Regular
11508,11745,Female,27,NY,261.7,Regular
16579,16879,Female,27,MEX,2887833333,Regular
7478,7663,Female,33,FRA,2425166667,Regular
17675,17997,Male,46,FRA,2963333333,Regular
19678,20015,Female,30,NY,314.05,Lento
218,228,Male,33,ESP,1655166667,Veloz
8616,8817,Male,22,NY,2479833333,Regular
15612,15894,Male,20,GBR,2840833333,Regular
16614,16916,Female,33,GBR,2865166667,Regular
8395,8594,Male,41,VT,2464333333,Regular
14835,15107,Male,38,NY,2758333333,Regular
19666,20003,Male,57,ITA,3157666667,Lento
603,626,Male,33,NY,180.7,Veloz
5402,5550,Male,23,ITA,2311333333,Regular
22519,22884,Female,30,NY,370.2,Lento
5401,5549,Male,31,MA,229.15,Regular
6369,6537,Male,41,FRA,2358833333,Regular
11239,11471,Male,31,NY,2597333333,Regular
6249,6414,Male,38,FL,2337833333,Regular
4495,4627,Male,37,GBR,2250833333,Regular
9683,9896,Male,60,GER,2490333333,Regular
20944,21296,Male,46,GBR,331.15,Lento
10695,10920,Male,45,GBR,257.05,Regular
1805,1872,Male,43,NY,2033833333,Regular
21579,21934,Female,54,NY,3390666667,Lento
11093,11323,Male,50,CAN,2583333333,Regular
11310,11544,Male,31,NY,2624333333,Regular
16447,16741,Female,42,NC,2885666667,Regular
12820,13073,Male,42,IL,2676166667,Regular
3232,3344,Male,39,ITA,2165166667,Regular
674,699,Male,31,VEN,1831166667,Veloz
17358,17678,Male,40,TX,294.65,Regular
8697,8899,Female,53,AUS,2493833333,Regular
19888,20226,Male,25,GBR,316.75,Lento
14636,14905,Male,29,NED,2756166667,Regular
13545,13804,Male,47,FRA,2716333333,Regular
2317,2403,Male,31,NY,208.2,Regular
17617,17939,Female,45,NJ,293.85,Regular
3455,3571,Male,37,GBR,217.15,Regular
675,700,Male,44,NJ,183.45,Veloz
19982,20323,Male,45,JPN,316.85,Lento
7696,7882,Male,43,GA,240.35,Regular
8777,8979,Male,48,NY,248.3,Regular
9494,9705,Male,26,MEX,2535666667,Regular
4340,4469,Male,32,VA,2233833333,Regular
1147,1192,Male,28,ITA,1934166667,Veloz
23057,23427,Male,32,GBR,4149833333,Lento
13736,13997,Male,28,BRA,2742833333,Regular
1630,1689,Male,42,FRA,201.05,Regular
18324,18653,Male,33,NY,302.3,Lento
8686,8888,Female,22,NY,2493166667,Regular
14155,14421,Female,24,CA,2750666667,Regular
11149,11380,Female,37,CAN,2558166667,Regular
8219,8415,Male,37,PA,245.2,Regular
8317,8515,Male,23,MA,2437666667,Regular
23035,23405,Female,28,MO,4151333333,Lento
7999,8192,Female,32,NY,243.15,Regular
5008,5146,Male,43,GER,225.75,Regular
9036,9238,Male,41,NY,248.9,Regular
5027,5165,Male,28,NED,228.35,Regular
21475,21830,Male,40,NY,3434833333,Lento
2895,2997,Female,38,FRA,2139166667,Regular
19080,19413,Male,35,NJ,3052333333,Lento
4186,4313,Male,20,FRA,2240166667,Regular
13829,14091,Male,37,FRA,2712833333,Regular
15240,15518,Male,31,NY,2793166667,Regular
13072,13326,Male,62,NY,269.05,Regular
4754,4888,Male,44,SWE,2272166667,Regular
19802,20140,Male,43,NY,317.85,Lento
1647,1710,Male,34,NY,2009666667,Regular
4742,4876,Male,38,VEN,2258333333,Regular
14059,14324,Female,47,NJ,272.5,Regular
17452,17773,Male,28,RSA,295.4,Regular
940,975,Male,46,GBR,1893333333,Veloz
21601,21956,Male,33,ITA,3396833333,Lento
14180,14446,Male,31,NY,276.95,Regular
19396,19732,Male,43,ITA,3115666667,Lento
18560,18890,Male,50,NED,3032166667,Lento
19849,20187,Male,52,OH,3153333333,Lento
12976,13230,Male,38,NED,270,Regular
2592,2688,Male,40,NED,2092333333,Regular
14727,14999,Female,46,NY,280.9,Regular
11369,11603,Male,29,NY,2629166667,Regular
11227,11459,Male,31,NY,2610666667,Regular
7199,7382,Male,24,NY,241.15,Regular
4096,4223,Male,39,NY,2219833333,Regular
13254,13510,Male,31,NY,2726666667,Regular
18740,19071,Male,51,JPN,2989833333,Regular
13113,13367,Male,41,NY,271.75,Regular
4437,4568,Female,25,NY,2255833333,Regular
6854,7030,Male,39,NJ,237.75,Regular
645,669,Male,34,ARG,1827666667,Veloz
3356,3470,Male,50,FRA,2179166667,Regular
11994,12238,Male,42,IL,2603166667,Regular
11384,11618,Male,54,FIN,2625833333,Regular
20466,20813,Female,54,NJ,3253333333,Lento
5978,6137,Male,32,NED,233.95,Regular
22946,23316,Male,73,NJ,4007166667,Lento
5599,5750,Female,30,CA,2307333333,Regular
18511,18841,Male,41,GER,3017166667,Lento
21782,22137,Male,31,NY,348.3,Lento
1143,1188,Male,49,NED,193.05,Veloz
7808,7995,Male,50,TX,2429833333,Regular
15654,15937,Female,42,NY,2788666667,Regular
18348,18677,Male,55,GER,3004666667,Lento
3072,3181,Male,28,NY,215.1,Regular
21545,21900,Female,40,NY,3417166667,Lento
7247,7430,Male,30,GBR,2397666667,Regular
21629,21984,Male,40,MO,343.85,Lento
20357,20704,Female,36,NY,323.05,Lento
8059,8252,Female,25,NY,2454833333,Regular
23157,23528,Male,35,IRL,4362333333,Lento
21602,21957,Female,37,NED,3429333333,Lento
12928,13181,Male,40,NY,271.35,Regular
16714,17017,Female,32,NY,2897166667,Regular
22000,22356,Female,23,NJ,3532666667,Lento
23255,23627,Male,45,GBR,4780166667,Lento
4418,4549,Male,46,BRA,224.65,Regular
11850,12090,Female,31,GBR,2634666667,Regular
9359,9567,Male,32,NY,2511333333,Regular
15027,15300,Male,30,COL,2782833333,Regular
16944,17251,Female,31,CO,290.75,Regular
16506,16804,Female,22,NY,2882833333,Regular
17937,18264,Female,44,NY,2999666667,Regular
9439,9649,Male,33,CA,250.15,Regular
23008,23378,Female,32,NY,4115666667,Lento
433,451,Male,41,OR,176.05,Veloz
5282,5427,Female,42,GBR,230.75,Regular
13486,13745,Female,31,NY,2732666667,Regular
4161,4288,Male,50,SUI,223.15,Regular
10518,10743,Male,39,ITA,256.55,Regular
999,1036,Male,42,MI,190.4,Veloz
14942,15215,Male,48,FRA,280.6,Regular
8217,8413,Male,42,TX,2463333333,Regular
20557,20905,Female,37,SUR,3242166667,Lento
17727,18050,Male,29,GBR,294.6,Regular
11725,11965,Female,30,GER,262.35,Regular
23055,23425,Male,62,NY,4169666667,Lento
7600,7785,Male,53,ITA,2426333333,Regular
4465,4597,Male,38,NZL,224.45,Regular
12418,12669,Female,31,NY,2638666667,Regular
4252,4380,Male,41,CA,223.55,Regular
16235,16529,Male,33,LUX,2875333333,Regular
1667,1730,Female,39,WA,201.35,Regular
20156,20500,Male,52,PR,3194333333,Lento
7863,8051,Female,46,NY,244.85,Regular
9825,10038,Male,41,NJ,2550333333,Regular
7535,7720,Male,30,ITA,2422833333,Regular
3627,3745,Male,49,LUX,2200166667,Regular
21512,21867,Female,58,GBR,340.65,Lento
11089,11319,Male,33,NED,259.1,Regular
53,54,Male,37,AK,1473333333,Veloz
4105,4232,Male,27,ITA,2228666667,Regular
6208,6372,Male,31,FL,2356666667,Regular
317,329,Male,34,NY,1712833333,Veloz
13629,13889,Male,43,SUI,271.5,Regular
16464,16759,Male,52,NY,2855166667,Regular
10796,11024,Female,43,GBR,258.25,Regular
21198,21552,Female,33,NY,3342166667,Lento
11225,11457,Male,56,GAU,2618333333,Regular
16619,16921,Female,33,NY,289.15,Regular
13178,13433,Male,49,GBR,2699666667,Regular
17276,17592,Male,52,NY,2922333333,Regular
7006,7184,Female,41,NY,2371833333,Regular
14384,14650,Female,30,NY,275.35,Regular
17979,18306,Female,31,CA,2980166667,Regular
22987,23357,Male,54,GBR,4111833333,Lento
8576,8776,Male,32,FRA,248.6,Regular
2084,2161,Male,34,NY,2055666667,Regular
21868,22223,Female,33,SUI,3462833333,Lento
17178,17492,Male,51,VEN,2949666667,Regular
18644,18975,Male,35,CA,3051166667,Lento
13992,14256,Male,49,DEN,271.8,Regular
5359,5505,Male,36,CAN,2303333333,Regular
4224,4351,Male,45,ITA,2240666667,Regular
19957,20296,Male,30,FL,316.5,Lento
14337,14603,Male,44,NED,2746333333,Regular
8817,9019,Male,39,NJ,248.2,Regular
21839,22194,Female,34,CA,3477666667,Lento
14690,14961,Female,57,SUI,274.25,Regular
9271,9475,Male,30,GA,2492833333,Regular
20870,21222,Male,34,NJ,329.45,Lento
7004,7181,Male,30,MA,2364333333,Regular
19707,20045,Female,48,FRA,3131166667,Lento
13875,14137,Female,41,NY,2740333333,Regular
7573,7758,Male,49,FRA,2404166667,Regular
16487,16783,Male,67,NY,285.85,Regular
14094,14359,Male,47,GBR,275.3,Regular
19763,20101,Female,20,PA,310.05,Lento
14464,14730,Female,51,CO,2718166667,Regular
21690,22045,Male,42,NY,3480833333,Lento
10506,10731,Female,32,NY,2585833333,Regular
10420,10643,Male,41,NJ,2528333333,Regular
6861,7038,Male,40,NY,2386666667,Regular
6731,6904,Male,38,NY,2381666667,Regular
1787,1854,Male,51,DEN,2024333333,Regular
2993,3101,Male,30,CA,2139666667,Regular
6009,6168,Male,40,FRA,234.65,Regular
1665,1728,Male,32,CA,2003166667,Regular
14386,14652,Female,31,NY,2770833333,Regular
18731,19062,Male,22,NY,302.5,Lento
9380,9588,Male,44,NED,2535666667,Regular
11079,11309,Female,38,SUI,2597666667,Regular
20663,21012,Male,24,NY,3227666667,Lento
11314,11548,Male,54,NED,2587166667,Regular
20733,21082,Male,48,NY,328.5,Lento
10209,10429,Male,40,TX,2556166667,Regular
21036,21388,Female,42,GBR,3296833333,Lento
3336,3450,Male,29,NED,2180166667,Regular
19250,19585,Male,32,NY,3097166667,Lento
16026,16315,Male,42,NY,2842333333,Regular
5487,5637,Male,50,GBR,2314166667,Regular
22128,22486,Male,51,FL,3523666667,Lento
17086,17397,Male,35,NY,2912666667,Regular
18761,19092,Female,34,NY,303.45,Lento
18540,18870,Male,46,NED,3032666667,Lento
18078,18407,Female,30,NY,2935333333,Regular
9321,9527,Female,26,NY,2520666667,Regular
10192,10412,Male,45,AUT,2544333333,Regular
6216,6380,Female,27,NY,235.9,Regular
3252,3365,Male,28,RSA,2156666667,Regular
19255,19590,Male,40,FRA,305.05,Lento
385,399,Male,36,WA,1747666667,Veloz
17295,17611,Male,55,CA,294.1,Regular
12458,12709,Male,37,ITA,267.05,Regular
22722,23090,Male,63,ITA,3851666667,Lento
19677,20014,Male,35,NY,313.15,Lento
12112,12356,Male,37,ITA,2648833333,Regular
19735,20073,Male,32,NY,312,Lento
420,437,Male,30,GBR,1757666667,Veloz
3064,3173,Male,42,NY,215.1,Regular
19517,19854,Female,36,NY,312.55,Lento
6645,6817,Male,42,MEX,238.25,Regular
19857,20195,Female,31,NC,3159666667,Lento
1190,1236,Male,36,MA,1936833333,Veloz
3257,3370,Female,23,NY,2174833333,Regular
14766,15038,Male,50,CA,2793166667,Regular
8804,9006,Male,21,NJ,248.55,Regular
3776,3897,Female,22,TN,2187166667,Regular
3857,3981,Female,28,IL,221.85,Regular
14618,14886,Female,45,BER,2776333333,Regular
7850,8038,Male,48,NED,2434333333,Regular
21836,22191,Male,62,CA,3473166667,Lento
10348,10571,Male,41,NJ,2580166667,Regular
14648,14918,Male,34,WI,279.05,Regular
14684,14955,Male,41,VA,276.9,Regular
750,779,Male,26,AUS,184.2,Veloz
4330,4459,Male,28,GBR,2245833333,Regular
6491,6661,Male,50,NED,2360166667,Regular
2238,2319,Male,61,VEN,2071666667,Regular
13742,14003,Male,43,ITA,2752666667,Regular
18037,18364,Female,35,MA,297.2,Regular
9587,9800,Female,26,HI,254.45,Regular
8250,8447,Female,31,NC,244.6,Regular
11910,12152,Male,33,NY,2653166667,Regular
4472,4604,Male,45,ITA,2253333333,Regular
9713,9926,Male,32,GA,2536333333,Regular
582,605,Male,57,PAR,180.75,Veloz
9520,9733,Male,54,FRA,2514333333,Regular
1188,1234,Male,51,NY,1940666667,Veloz
14501,14767,Male,52,FRA,2738666667,Regular
7493,7678,Male,53,NJ,240.9,Regular
17047,17356,Male,36,GBR,2901333333,Regular
22798,23168,Female,56,FRA,390,Lento
16339,16633,Female,30,NY,2830833333,Regular
7424,7609,Male,36,NOR,2392666667,Regular
3428,3544,Male,29,NED,2182666667,Regular
18655,18986,Female,31,CA,304.4,Lento
1057,1098,Male,47,JPN,1911333333,Veloz
4976,5114,Male,42,FRA,2267333333,Regular
3562,3680,Male,33,NY,2197833333,Regular
5737,5890,Female,43,CA,2339166667,Regular
19745,20083,Male,52,FRA,315.35,Lento
10335,10558,Male,55,NY,258.4,Regular
408,425,Female,26,NY,1755333333,Veloz
18650,18981,Female,22,MEX,3048333333,Lento
1619,1678,Male,39,FRA,200.55,Regular
18505,18835,Male,30,TN,2985833333,Regular
2825,2926,Male,32,NY,213.05,Regular
8829,9031,Male,34,NY,247.95,Regular
20872,21224,Male,43,NY,3289333333,Lento
15821,16108,Female,44,GER,2836333333,Regular
1355,1407,Male,44,NY,1952833333,Veloz
17804,18129,Male,34,NED,2975666667,Regular
3889,4013,Female,32,NY,2219166667,Regular
9328,9534,Male,41,GER,2509166667,Regular
13393,13651,Male,67,NJ,270.8,Regular
6660,6832,Male,41,NY,2369833333,Regular
21100,21452,Female,27,NY,3293333333,Lento
10339,10562,Male,44,NY,2565833333,Regular
10794,11022,Female,41,MA,257.55,Regular
23250,23622,Male,33,NY,4753666667,Lento
10982,11211,Male,55,NY,2586666667,Regular
14334,14600,Female,50,GBR,2726666667,Regular
18367,18696,Female,44,FRA,299.8,Regular
8816,9018,Male,31,FRA,2477666667,Regular
8688,8890,Female,23,CT,2494833333,Regular
22585,22953,Male,49,NM,374.25,Lento
11826,12066,Male,50,GER,2645833333,Regular
16756,17060,Female,42,NY,285,Regular
5022,5160,Male,21,NOR,2284666667,Regular
5999,6158,Male,33,ESP,232.9,Regular
4690,4823,Male,64,JPN,2274166667,Regular
3871,3995,Female,30,NY,2215166667,Regular
13306,13562,Male,30,GBR,2699166667,Regular
20875,21227,Male,29,GBR,3282333333,Lento
21566,21921,Female,35,NY,344.1,Lento
7216,7399,Female,23,MA,2409333333,Regular
3651,3769,Male,41,FRA,219.9,Regular
962,997,Male,37,FRA,1896833333,Veloz
15375,15654,Female,42,GBR,2817833333,Regular
927,961,Male,49,GBR,189.1,Veloz
16361,16655,Male,65,CA,287.1,Regular
4089,4216,Male,24,NY,221.35,Regular
22016,22372,Male,43,NY,3513166667,Lento
11395,11629,Male,31,NY,2594333333,Regular
17590,17911,Male,52,DC,2978666667,Regular
5937,6096,Female,42,NJ,2350333333,Regular
836,867,Male,53,AUT,1867833333,Veloz
21383,21737,Male,40,NY,336.75,Lento
1992,2063,Male,34,CT,205.35,Regular
2194,2273,Male,34,CA,2063333333,Regular
18434,18763,Male,50,PER,301,Lento
18464,18793,Female,33,NY,2982333333,Regular
18087,18416,Female,32,NY,2966333333,Regular
20980,21332,Male,41,PER,3335833333,Lento
14217,14483,Female,62,NY,2776833333,Regular
14681,14952,Female,24,TX,278.15,Regular
13679,13939,Female,60,NY,274.65,Regular
13618,13878,Female,47,GER,270.7,Regular
8716,8918,Male,51,MN,248.55,Regular
4951,5088,Male,41,CT,2281333333,Regular
4853,4989,Female,22,NY,227.4,Regular
15103,15377,Female,33,IL,2765666667,Regular
4287,4416,Male,48,NJ,2229833333,Regular
13141,13395,Male,54,NY,2696333333,Regular
9369,9577,Female,34,NY,250.3,Regular
7856,8044,Male,52,MD,2425166667,Regular
2264,2348,Male,41,FRA,207.65,Regular
456,475,Male,35,AUT,1770833333,Veloz
18494,18824,Female,34,NH,3002666667,Lento
20591,20940,Female,41,TX,326.75,Lento
11493,11729,Male,32,CA,2578833333,Regular
8348,8546,Female,32,NY,2451833333,Regular
17924,18250,Male,60,GER,2987666667,Regular
11500,11736,Female,27,NY,2617666667,Regular
2877,2979,Female,32,NJ,2137666667,Regular
1405,1457,Male,40,NY,1978833333,Veloz
21916,22271,Female,55,CT,349.85,Lento
9570,9783,Male,42,OR,2539833333,Regular
14234,14500,Male,48,SUI,272.5,Regular
100,104,Male,27,NJ,156,Veloz
7027,7207,Male,25,NY,239.8,Regular
4654,4787,Female,30,CAN,225.3,Regular
17430,17751,Male,36,TX,2924833333,Regular
22163,22521,Female,42,CA,3535666667,Lento
11981,12225,Male,30,GBR,2641166667,Regular
15236,15514,Male,40,NY,281.4,Regular
20863,21215,Male,53,MA,331.7,Lento
6238,6402,Male,35,ITA,235.8,Regular
22642,23010,Male,69,MI,376.65,Lento
15733,16017,Male,24,NY,2843166667,Regular
22691,23059,Male,51,CT,3806833333,Lento
20188,20532,Male,29,NY,3168166667,Lento
13477,13736,Female,33,CT,273,Regular
9151,9353,Male,30,NY,2515833333,Regular
2200,2279,Male,21,NJ,2061333333,Regular
17945,18272,Male,43,FL,298.4,Regular
13982,14246,Male,31,NY,275.55,Regular
13403,13661,Male,39,FRA,2702833333,Regular
1595,1654,Male,35,ESP,200.55,Regular
15869,16157,Male,31,ITA,285.25,Regular
20530,20877,Male,29,SUI,3246666667,Lento
13981,14245,Male,40,MA,273.7,Regular
13190,13446,Female,37,IN,2676333333,Regular
1038,1079,Male,40,NED,1913166667,Veloz
13752,14013,Male,49,ITA,2730333333,Regular
23273,23645,Female,46,NY,501.55,Lento
15901,16189,Female,51,TN,285.35,Regular
14889,15162,Female,50,GER,2781166667,Regular
11547,11784,Female,40,NY,2633833333,Regular
4079,4206,Male,27,CAN,2233333333,Regular
15972,16261,Male,61,FRA,2858833333,Regular
1090,1131,Male,37,GBR,1919166667,Veloz
16419,16713,Female,53,IRL,2890166667,Regular
13977,14241,Female,21,NY,276.05,Regular
8527,8726,Male,55,GER,2409666667,Regular